index	tag	guid	description
1146	2	3855	@kierFVK ahh this is a really good book (a little heavy) about more of the physics behind how the universe works
1147	2	1453	#Enthusiastic Mr & Mrs Grundling drives away in their BMW X5 @Zambesi_Auto @LegendsZambesi @ZambesiMotorrad
1148	0	959	My #Jasonvoorhees mask drawing ???. #FridayThe13th #Art #drawing #hashtag #EVIL @JasonLVoorhees @F13thFranchise
1149	2	1283	RT @nikkiswat: HANDCUFFED, SPANKED, AND BUTTFUCKED Video Preview: Video Previews: #spanking #whipped #bdsm
1150	0	944	Get and eat the dirt off my walking boots you #inferior #submissive #dirtyboots that's you're breakfast!!!
1151	2	2513	RT @OneGreenPlanet: He spends his days making sure stray dogs are bathed and comfortable
1152	2	4761	また8月13日に(? ˙?˙ )? http://t.co/OTdjfzZE0K
1153	2	898	Mado even emails in an artsy way @MayCanTheatre @TACTICSeries #happiness #business #art
1154	2	663	En la @rqp971 suena #Thunderstruck de #ACDC... Pero cuánta nostalgia, la puta madre!
1155	1	3318	Airsoft/Paintball Multicam Camo BDU Uniform Set - Jacket & Pants - Medium - Full read by e…
1156	2	2365	RT @BigTop40: Congrats @LittleMix! #BlackMagic has cast a spell over the chart & grabbed the No.1 spot
1157	2	4554	RT @mulvalibrary: #SNCBOLDcamp off to energetic start this morning! Stop in and visit the #MulvaLibrary & #SNCSandbox! http://t.co/MLYRs23d…
1158	2	1673	My phone recognised William as a face but not me #rejected
1159	2	658	Oh the things I would do to see wicked again? #wicked #emeraldcity #love
1160	2	717	RT @HonorbleMention: Dynamic colors. So vibrant. “@PoCBeauty: Photography by Said Mhamad. ??”
1161	2	4411	Always dedicated and devoted. #workers #artisticsurfaces #miamisciencemuseum http://t.co/xFRd0fFMoC
1162	2	4481	Man Dupes London Returnee Of N40m After Claiming He Has Link To David Mark?(Photo) http://t.co/9NKLzjIcys http://t.co/wgGurqqvkX
1163	1	3299	RT @500pxGallery: Marooned #4 by EdMorris #500px |
1164	0	4901	#Texas: the rifle-toting "activist" who intimidated demonstrators calling for removal of #racist confederate statue. http://t.co/h74rdJj6ZK
1165	0	832	#game #girlgamer #fear #GTAOnline #GTAV htt…
1166	1	3703	#wetherbyfoodfestival review substandard "zebra" burgers and this stuff which was hotter than the sun!
1167	0	3150	RT @HergunYeniBilg: Ge?en sene sahilde top oynarken ?srail'in vurdu?u 4 ?ocu?un babas?.Sava?a dair ne varsa yüzünde.
1168	0	1396	Effects 137,000 women + Illegal 30 years, no-one in Britain yet convicted of FGM #disgraced
1169	2	1043	RT @bisha29786: Cant wait for Feb14 #EnakenaYaarumIllayae launch @ EA gona meet @anirudhofficial bro for the 1st time ??? #Excited
1170	1	3375	RT @FairyTGourmet: RT + Follow @FairyTGourmet to #win at 11k followers. 4 #chocolate treats!!
1171	2	177	He exposed me to real & now I HATEEEE lames ??? My Monkey?? >>>
1172	2	4713	RT @MOVIEMEMORlES: Furious 7 http://t.co/CEPxKf3QlY
1173	2	3964	Pleasure of Tane THE ANIMAT 'It' is secreted only by young women ★Free video available 1817... #2D #erotic image #uncensored
1174	2	1852	"There she is. Don't you see her?" Britt Ekland as a figment of Charlotte Rampling's befuddled mind in Asylum
1175	0	4004	This House Was Abandoned In The 1950s. What They Left Beh... http://t.co/bwec27qeJz http://t.co/c9HYol2cwa
1176	2	3034	RT @JelenaRisticNDF: #Happy #TeamDjokovic #selfie #Wimbldeon2015 #Champions @DjokerNole @TheBorisBecker #NoleFam #Idemo
1177	1	3463	PARTIAL PLATE NUMBER coil, Scott 1613 3.1c violin, Joint Line strip of 6 MNH !!
1178	1	4799	$7… http://t.co/7uiKmHRwm6
1179	2	2859	Exhausted but exhilarated after 6 days away on Y7 Lake District 2015. All that's best about @verulamschool #team
1180	2	2589	RT @KMHodgeAuthor: How Author Teamwork Defeated Facebook. #blogpost #SundayBlogShare #writetip #IndieBooksBeSeen htt…
1181	2	2033	Christian grey - an emotionally crippled narcissist romanticising domestic abuse as 'erotica', happy valentines day:)
1182	0	4367	RT @RiotHousewives: How Desperate Is Mother Funders PTO President Carla? - http://t.co/AOP5RJjmkx #MotherFunders http://t.co/4ouzvaE0vZ
1183	2	162	My excited Saturday work face. Is it 5 o'clock yet?
1184	2	5122	RT @Brittin95: @Lyricoldrap @BridgetteWest #PWANK at Wendy's. She asked for my order and then shunned me lol http://t.co/43Wkb1Imtb
1185	1	3474	And 12 lines of cocaine
1186	0	4948	Donald Trump is headed to the Mexican border http://t.co/WOEdrQnKz7 http://t.co/2rt3YwppMD
1187	0	1910	CRKT MARTINEZ ULTIMA 2125KV VEFF TANTO TITANIUM NITRIDE KNIFE - BLEMISHED - $140
1188	1	4130	Bleak House: An Authoritative and Annotated Text, Illustrations, a Note on the T http://t.co/I9cQqSYpX3 http://t.co/1mgJ0D75V5
1189	2	3027	RT @rocksound: NICE, @bmthofficial. NICE. ??
1190	2	1411	This is the perfect #homeaccessory for #valentinesday. #vintage #distressed #clock. #productoftheday #thepeppermill
1191	1	26	Waxwing trills, Chickadees calling "here sweetie", enthusiastic athletes, blue sky & snow at #ualbertafarm #UAlberta
1192	1	4863	RT @JBCrewdotcom: Photos of Justin Bieber and Selena Gomez at a hotel in Beverly Hills, California. (July 11) http://t.co/NA4FPf9uoU
1193	0	1924	"@GracieSamuels: Don't wake up on May 8th and the loss of our NHS and the nation's broken heart #GetCameronOut
1194	2	4970	RT @Theonik2006: あいりちゃんの水着 | 獅子のん #pixiv http://t.co/CIHxkOWZeT http://t.co/6z8z9YuQSl
1195	2	1731	So glad this moment is over! #mortified #somanypeoplesaw yikes!!
1196	2	2032	Top chef even when I'm crippled, just need the assistance of a chair. ??
1197	2	1163	Sir Button is available #Compassionate #Adoption #Montreal https://t.co/OAcT2mj6du
1198	2	801	#Optimist @marshawright Cha-Cha let's go! #enthusiastic #positiveoutlook #ThinkBIGSundayWithMarsha
1199	2	226	RT @RayleighHiFi: Just finished off installing this simple yet superb Hi-Fi system.@HiFiRacksLtd @neatacoustics @ArcamUK @RegaResearch http…
1200	2	2860	RT @popwrecked: The Slow-Motion #Boobalicious Jogging Girl @LindseyPelas EXPOSED By @TaxiDriverMovie!
1201	2	595	A #deserted beach is a #dream
1202	0	2817	RT @scandal_redhot: Just a boyfriend going to see his estranged GF in hospital. But with lots of big men in black & floors shut down.. http…
1203	2	3220	RT @Bambi_Juju: Kind of sisters pic ?? I love her so much @bringmesushis ????
1204	1	938	St Marys beaten in Sigerson Cup #marys #beaten #sigerson #cup #LebInfo
1205	1	1722	Found: Small black gerbil in Brandon Hall fourth floor girls bathroom showers?? #ReallyJustHair #Mortified
1206	1	2665	@Destroyed_Gems Shawn: *Walked around looking like this:
1207	0	2898	RT @thecoreyholcomb: Ghetto girls this what happen when y'all poor kids have to shit out the gyro meat y'all fed em ?lol
1208	1	4113	http://t.co/MjFEvMnBKC #3344 Zalman ZM-T2 Black Mini-Tower mATX Desktop Case with 4 Expansion Slots - NEW http://t.co/Msi4dLVtpD
1209	2	796	RT @KikiLawley14: Retweet and follow for a follow/Dm from me and @RickyPDillon ?
1210	2	5063	MP, not at all rattled... http://t.co/ZE57yvdHy6
1211	2	3597	RT @fluffy_taeng: sooyoung bending so that hyotae won't appear too small lmao #considerate
1212	2	2878	RT @PorSiempreAnahi: RT @Boy4ME: Anahí ha regresado a la música con su nuevo single “Rumba” #Fama
1213	0	3105	RT @ithurtstopoop: Not cool. You know im impotent #PS4share
1214	2	2508	加油了, 彭于晏!!! Pursuing something together with friends is really something worth cherishing forever ? Ha, 孙悟空 ?
1215	2	2969	RT @Just_a_song_: #Fougères retour aux sources hier.. Belle soirée avec le talentueux Corson et ses zicos, à fond sur scène! :) #kiffe http…
1216	2	1665	LA CHUCHA LOUUU TE CHUPO LOS OJOS..!
1217	0	4762	RT @IamAkademiks: The Grim Reaper posted up in Chiraq with the 5 star War General. Caption sneak dissing Montana of 300? http://t.co/kR6nTc…
1218	0	4398	RT @TheScotsman: Alyth residents point the finger at beavers after floods devastated village last week http://t.co/V3rnUAlT16 http://t.co/J…
1219	2	4451	Why do you get distressed so much? Take the quiz: http://t.co/pl5ISMAwoL http://t.co/GgMx1F3vKq
1220	0	3125	On a cru à un nouveau TD mais incomplète #FRAAUS #IFAFWC15 #EDF #FOOTUS
1221	0	3555	@NBCNews Hell have no fury like a drug lord scorned. Wonder what's on Trump's mind now? #BeAfraidBeVERYAfraid ???????
1222	2	4575	RT @MoveLiveLearn: .@doug_gleddie has us alive, awake, alert & enthusiastic! #STLHPE2015 @RRamspott @edjmatt @ParkwaySchools #physed http:/…
1223	2	813	Whoop! Neeeearly valentines! If last year was anything to go by, this year'll be OnRAIL! #Spoiled #Excited #Romance
1224	2	1758	SHE FOLLOWS ????THANK YOU SO MUCH ? #youtuberfollowedme #jennamarbles #shocked
1225	0	2633	RT @syrializer: Another British jihadist has deserted Isis in #Syria
1226	1	2696	Need an expert opinion: aren't these types of feeders discouraged?
1227	1	2916	RT @YouChoices: Would you rather...
1228	2	1523	#fast #furious #cool #crazy FAST & FURIOUS 7 - Second Official Trailer (HD) - Guardalo
1229	2	3303	RT @ontherecordcic: Happy SeaSunday: sailors wear gold earrings to cover their passage home if they're marooned. Picture @AmberButchart htt…
1230	0	1818	RT @VicePresPPPP: Anguished at the heinous attack on the Imambarah yesterday. We all stand with our Shia brethren today.
1231	2	4025	My paintings in the window aglow at night at Miami Art League ? http://t.co/CZsoSEHH0I
1232	2	1921	RT @SnakeBytesTV: Pied!! With an awesome black blotched pattern...
1233	1	505	65mm PETRIFIED WOOD SPHERE Rock Stone Polished 2.5" 316 Grams
1234	2	3481	P-p-p-please don't make me swim! Meet Charlotte the penguin who is petrified of water #animals
1235	1	4932	RT @comfortcreekra1: Be judged by the World...than by God! http://t.co/ZmkGvI2Z4x
1236	2	2030	you #belong to #God. #Always try to do what is #right,be #devoted to #God, & have #faith, Have a #Blessed #Monday
1237	2	619	RT @EvanEdinger: I'm stumped to find a better Valentine's Day card
1238	2	5056	God helps the POWERLESS one day at a time ..x 364 http://t.co/0vHuI3r7Pb
1239	0	3575	RT @MaksKhorpyakov: The Exclusive 8 Pictures of Dead Sea Monsters The Shook The World!87 =>>
1240	0	367	RT @ChadJordan23: When you confidently yell out the wrong answer in class...
1241	2	2583	CONGRATS to our 15U 2015 Showdown champions, Team Takeover! Defeated Team Final in the championship. #ElevateYourGame
1242	0	5070	RT @WSJGraphics: Gawker reeling amid identity crisis http://t.co/M4J9YvV0GK http://t.co/nm8V2gNQOn
1243	0	5005	“@GlobalCalgary: Calgary Slide the City participants outraged by ticket changes - http://t.co/lOUqw3sa2x #YYC http://t.co/RsIrr5y5RW”d
1244	0	4818	RT @CALUMDATING: Calum barely had any sleep after you two got into a heated fight about groupie rumours http://t.co/kz0joKDtt7
1245	2	472	He drew on the glasses :') overjoyed and filled w love
1246	2	2470	RT @CNN: His buoyant mood contrasts w/ the tone of much of his presidency. @POTUS gets his groove back:
1247	1	2833	RT @CommonBlackGirI: I would've quit my job ?
1248	1	3202	Some isolated showers popped up in the LP earlier today but most stayed dry. More chances of rain tomorrow.
1249	1	1196	#tricopterv3 #humedam #kk2.1 #afroesc #zippy #gopro #spektrum #dx6 #ar610 #hobbyking #fpv #immersionrc #fatshark #t…
1250	2	4556	RT @BlackAurora_: Senpai PLEASE follow backk!!! :'<  #followforfollow http://t.co/T68cYkJake
1251	0	3414	RT @indesighsive: luciee said she wouldn't be my friend if I got this tattooed on my nose I am offended and sad
1252	1	3602	Samsung Galaxy Note Pro SM-P900 32GB, Wi-Fi, 12.2in, Small Problem, Works! - Full read by …
1253	2	1690	Do you like Scorned (2014)? #Scorned #Book https://t.co/xYYFGkihpx
1254	1	3856	MAX DEALS : #0391 2in1 Laser Vibrant Hair Scalp Comb Brush Helps Hair Lost Hair Growth Hea…
1255	1	4468	NWT Miss Me Bermuda Cross Distressed Stretch Shorts Sz 27 $90 http://t.co/9FOj7U77UY http://t.co/6lC2iPvDC8
1256	2	2683	+Ghassemlou was Sec. General of the Kurdistan Dem Party of Iran; &his entire existence was devoted 2the Kurdish cause
1257	0	4853	Parliamentarians incensed as smoking chamber reallocated! http://t.co/dTmeVLdwCQ http://t.co/Gd9lWrSTtG
1258	1	4143	New AGM/GEL YTX7L-BS GTX7L-BS UTX7L Honda Yamaha Kawasaki Motorcycle-BLEMISHED http://t.co/EI48hUeigy http://t.co/FKUJES5GSe
1259	1	1876	Unlocked SIM Bluetooth Smart Watch FM Sync Phone Call Reminder Mate Music Black #SmartWatc…
1260	2	4261	Crazy. RT @DtaySUAVE: Can I get a show of hands..fact? Or just a figment of our imagination? http://t.co/q3oNFOHgq0
1261	1	3063	n?o conseguimos resistir a fazer umas compras para a nossa cole??o e isto é apenas o que eu trouxe para casa
1262	2	666	@JayWHandley #Storming his Putin material tonight at The Roadhouse
1263	0	4866	RT @ImLuckyMazibuko: @MeekMill Who compared you to drake though?! you ain't even the best rapper in your relationship! http://t.co/05MD89u4…
1264	1	3384	RT @DewanMKarim: First @Walmart in 1962 was built in urbanized format & mixed-use environment. I wonder what happened to 1960s model. http:…
1265	0	1492	#Explicit #Finished: Check out this cool episode: https://t.co/ibhBTqTyT2 by @SleepyCabin
1266	0	4184	RT @LoveeAshlee_: #GrowingUpTeamBreezy having your heart broken when Chris got shot in stomp the yard. ?? http://t.co/Gdm22bE6ej
1267	2	3626	thank u mac mineralise skin finish in soft and glow I am truly soft and glo
1268	2	3162	RT @ZacharyLevi: Rad time w/ @Marvel Partners in Prime Time & @aishatyler here at #NerdHQ! @ChloeBennet4 @clarkgregg @HayleyAtwell
1269	2	1258	RT @paparoach: Check out the new @emp_de catalog!!! #FEAR
1270	1	4108	Surefire 6PX Tactical Single Output LED Black Flashlight - 6PX-C-BK - Full read by eBay http://t.co/iFgXj8zMVQ http://t.co/e5fN5PDTH2
1271	1	3834	PlayStation 3 Super Slim 250GB System *USED* via eBay … … … … … …
1272	2	1053	#headphone #Series I was totally taken aback with the excellent quality that these headpho…
1273	0	1480	RT @MikeyKehoe: Feel the FEAR see HUSH @HollywoodSFF 2/22 4pm @PromoteHorror @madhouse_ent @IndieFilmTweets @IFIFFest @AlconEnt #fear http:…
1274	2	1727	Didn't realise @PilotPenUK Friction pens work by thermo-sensitive ink until laminated 8yr old's h/work! #mortified
1275	0	1883	@Sia I really don't know what this look spouse to be? #Confused #TheGrammys #FashionPolice @e_FashionPolice. ?
1276	2	167	RT @zxkia: RETWEET IF YOU'RE EXCITED ????
1277	2	4699	RT @Tao_30: Dog comforts frightened cat during scary thunderstorm. https://t.co/bpGiZi744x http://t.co/U9vtmSAjuc
1278	2	2850	RT @Toronto: Whether you're excited or exasperated, it's time for the @TO2015 Games. Enjoy them. Be positive. Let our city shine!
1279	2	987	#February #Winter #Rainy #Stormy #Windy #Wednesday #Evening #Love #Happy #Positive #Passionate #Calm #M #Coffee ?????
1280	2	4638	Deals Beauty Deals : http://t.co/davqRL5JQ6 New 20 Pairs Soft Synthetic Fiber False Eyelashes Makeup Eye Lashes 1… http://t.co/nHZHJeM3dm
1281	2	4953	まどマギワンドロまとめ22 | アブトマト #pixiv http://t.co/mydiKvtvQ9 http://t.co/1GMwGNNBjc
1282	2	2748	RT @bike_nashbar: This makes us dizzy > RT @Raphaeljeune: #TDF2015 9 #F1 ready for @EquipeBSE @velolook #PowerOfAmbitions
1283	2	2610	RT @LilyBlueGifts: Delighted to have new stocks of @OrliJewellery Delivery Friday,sales Saturday- Perfect! @LilyBlueGifts @UKBusinessRT htt…
1284	0	539	Scorned by Clark North Blue Asian Devil Serpent Tattoo Artwork Giclee Art Print
1285	0	131	RT @octuse: I have shipped for over 5 years and it wasn't until 2 years ago I fell hard for these two. #PROFOUNDLOVE
1286	1	1310	Luxury haircare for dry, damaged hair #paulmitchell #haircare #coloured #damaged #hair
1287	0	2706	Why are you feeling dismal? Take the quiz:
1288	2	3331	RT @beauty_editor: The best hairstyles for medium, wavy hair:
1289	1	2875	RT @ShugdenLibrary: The False Dalai Lama is an historical fact. Investigate for yourself. #DalaiLama #NYC #USA
1290	0	934	#slave #sub #submissive #exposed #abused #degraded #humiliated - [link removed]
1291	2	895	#customers #free #healthy #live #happiness
1292	2	5059	RT @taylorswift13: When @UzoAduba walked out, it provoked one of the loudest screams from the crowd I've EVER heard. I just love herrrrr ht…
1293	1	180	"@TV_Exposed: Tom Cruise sitting on top of Burj Khalifa for Mission Impossible: Ghost Protocol @FeyikemiA_B
1294	1	3406	The Nervous System: The Key to Intelligent Survival #biology
1295	2	748	RT @CBC: #LoveBirds. Learn about romance in the wild with @cbcdocs #lifestory: #ValentineDay
1296	1	3674	RT @karanjohar: Storming the box office nationwide!!!! @ssrajamouli @RanaDaggubati #prabhas @tamannaahspeaks #Baahubali
1297	2	2612	RT @CPFC: BREAKING: #CPFC are delighted to announce the signing of Yohan Cabaye on a three-year deal. #WelcomeCabaye
1298	2	3393	Black Mocked Jumpsui Black Mocked Jumpsuit by Annette Haga
1299	0	1886	RT @Independent: Video of woman telling black man 'you guys used to be slaves' on Tube investigated by police http:/…
1300	0	3394	RT @MasterDalK: .@_alexel_ @mr_mortified Im not judging
1301	2	3890	???? ??? ??? ???? ??? ???^0^~~~~~~
1302	1	627	RT @ASEIFZ: World stunned by #RCavalli confined to #JustCavalli delays to #TakeOffJustLogo and Confusion @SPIEGELTV #sufiright
1303	2	2562	Just gave my boy that fresh cut
1304	2	949	RT @ShoaibMalik702: Came back frm #CricketTraining #EarlyMorning #IndoorNets #Sundays #LahoreLions #Kit ??? #WithMyWhip #In #MaliksYard ? h…
1305	2	1535	Just catching up on Broadchurch. #cheerup #mightneverhappen #gloomy #bloodyhell
1306	1	3533	New Men Outdoor Sport Riding Wear Bike Cycling Padded Bib Shorts Tights Garments
1307	2	2428	RT @1daslyric: The way it brings out the blue in your eyes is the Tenerife Sea
1308	2	1154	RT @justmustard: #ValentinesDay #Prize #Giveaway! 2 #WILD #DINING PLATES! Enter on FB link: https://t.co/OlsI9OKlD3
1309	0	3549	RT @Kaylz1Dfangirl: I don't know if I should be scared or not?!The suspension in this video is killing me!!? #RaphasSecret
1310	2	2368	Michael Clifford wearing read lather jacket
1311	1	4524	RT @chevroletsa: WIN elevated VIP seating! Watch the #OK21 main stage from a raised platform in your car in the crowd. #ChevyTurnUp http://…
1312	1	3056	RT @VincenTimes: Le mec n'a pas bougé en 6 ans
1313	2	514	Reeling him in to...DNOW!? This is the last week 2 register. $75, register @ #DNOWinvitelines
1314	1	511	RT @501stLegion: RT @501NEG: 2 things a Stormtrooper is powerless against in armor, low hanging objects & this @501stLegion @FISD501st http…
1315	1	2448	@imgpingpongbot blurred #p10x20 #average #pxlsrt
1316	2	409	RT @DianeMaeRobinso: "It is truly a hilarious, light-hearted read that is a treasure on anyone's bookshelf." http:/…
